statement,disease
"আমার গমের শীষের গোড়ায় যে কালা দাগটা হইছিলো, সেইটা দেখতে ঠিক পোড়া দাগের মতো।",Wheat Blast
"এইবার শীতেও যদি গতবারের মতো ফাল্গুন মাসে বৃষ্টি হয়, তাইলে আমার গম বাঁচানোই কঠিন হইবো।",Wheat Blast
"আমার গমের শীষের কাণ্ড পইচা এমন নরম হইছিলো যে, হাত দিলেই ভাইঙ্গা যাইতো।",Wheat Blast
গত মৌসুমে আমার গম খেতটা পুরাই লোকসানে চলছিলো এই সাদা শীষ রোগের কারণে।,Wheat Blast
আমার গমের শীষের ঐ কালা দাগটাই কি রোগের আসল কারণ?,Wheat Blast
এইবার গম লাগানোর আগে জমিটা ভালো কইরা চাষ দিয়া রাখমু ভাবতাছি।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইছিলো যে, খেতটাই ফ্যাকাশে লাগতো।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটারে নাকি গমের মহামারীও কয়।",Wheat Blast
আমার গমের শীষের গোড়া পইচা যাওয়ায় গাছ আর মাটি থেইকা কোনো পুষ্টিই টানতে পারে নাই।,Wheat Blast
"আমার গম মাড়াই করার পর দেহি, ভালো গমের সাথে অনেক চিটা গমও মিশে আছে। 😭",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, কেউ গরম বাতাস দিয়া সব শীষ পুড়াইয়া দিছে।",Wheat Blast
এইবার গম লাগানোর সময় কি টিল্ট বা ফলিকুর আগে থেইকাই স্প্রে করা শুরু করা লাগবো?,Wheat Blast
আমার গমের শীষের গোড়া পইচা যাওয়ায় শীষগুলা সব মাটির দিকে ঝুইলা পড়ছিলো।,Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগটা হইছিলো, সেইটার কথা মনে হইলে আর গম চাষ করার ইচ্ছাই থাকে না।",Wheat Blast
আমার গমের শীষের নিচে পাতার উপরেও দেখি হালকা হালকা দাগ আছিলো।,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার বুকের মইধ্যে একটা অজানা ভয় কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে নষ্ট হইছিলো যে, আর কোনো ওষুধেই কোনো কাজ হয় নাই।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের ওজনটাই কমাইয়া দিছিলো।",Wheat Blast
"আমার গমের ডগা ভালো থাকলেও, শীষ সাদা হইয়া যাওয়ায় কোনো লাভই হয় নাই।",Wheat Blast
"আমার গম ভাঙানোর পর দেহি, চালের বদলে খালি আটা বাইর হইছে, দানা সব অপুষ্ট।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলা সময়ের আগেই মইরা যাইতাছে।",Wheat Blast
এইবার গম লাগানোর সময় কি বীজটা ভালো কইরা শোধন কইরা নিলে রোগটা কম হইবো?,Wheat Blast
"আমার গমের শীষের গোড়া এমনভাবে দুর্বল হইয়া গেছিলো যে, গাছটা আর শীষের ভার নিতে পারতাছিলো না।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগটা হইছিলো, সেইটা আমার লাভের একটা বড় অংশ নষ্ট কইরা দিছে। 😟",Wheat Blast
আমার গমের এই রোগটা কি মেঘলা আর গরম আবহাওয়ায় বেশি বাড়তো?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার এই ব্লাস্ট রোগের ভয়টা কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে শেষ হইছিলো যে, খেতটাই দেখতে কেমন জানি লাগতো।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের কোয়ালিটিটাই নষ্ট কইরা দিছিলো।",Wheat Blast
"আমার গমের গাছ সবুজ থাকলেও, শীষ সাদা হইয়া যাওয়ায় কোনো লাভই হইতে পারে নাই।",Wheat Blast
"আমার গম কাটার পর দেহি, অনেক শীষই ভিতরে পুরাই ফাঁকা।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলা সময়ের আগেই পাইকা গেছে।",Wheat Blast
এইবার গম লাগানোর সময় কি অন্য কোনো জাতের বীজ লাগালে লাভ হইবো?,Wheat Blast
আমার গমের শীষের গোড়ার দাগের কারণে শীষটা একটু বাতাসেই ঢইলা পড়তো।,Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগ হইছিলো, সেইটা আমার মনের শান্তিটাই কাইড়া নিছে।",Wheat Blast
আমার গমের শীষের গোড়ার ঐ কালা দাগটাই কি সব নষ্টের মূল?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার মনে একটা অশান্তি কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইয়া গেছিলো যে, আর কোনো সবুজ অংশই আছিলো না।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার সম্মান নষ্ট করে নাই, কিন্তু লাভের অঙ্ক কমাইছে। 😫",Late Blight of Potato
"আমার গমের গাছগুলার তেমন ক্ষতি হয় নাই, কিন্তু শীষ সাদা হইয়া যাওয়ায় সব শেষ হইছিলো।",Wheat Blast
"আমার গম কাটার পর দেহি, শীষের গোড়ায় কালা দাগের কারণে আড়তে দাম পাই নাই।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইতো, গাছগুলার শীষ কেউ গরম পানি দিয়া জ্বালাইয়া দিছে।",Wheat Blast
এইবার গম লাগানোর সময় কি নতুন কোনো ছত্রাকনাশক স্প্রে করলে ভালো ফল পামু?,Wheat Blast
"আমার গমের শীষগুলা খুব তাড়াতাড়ি সাদা হইয়া গেছিলো, পাতাগুলা সবুজই আছিলো।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগ হইছিলো, সেইটা আমার মনের শান্তি কাইড়া নিয়া গেছিলো।",Wheat Blast
"আমার গমের শীষের নিচে পাতায় কোনো দাগ আছিলো না, খালি শীষটাই সাদা হইছিলো।",Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার খুব দুশ্চিন্তায় দিন যাইবো।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে শেষ হইছিলো যে, আর কোনো কিছুই অবশিষ্ট আছিলো না।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের বীজের মানটাই নষ্ট কইরা দিছিলো।",Wheat Blast
"আমার গমের গাছগুলার কোনো ক্ষতি না হইলেও, শীষ সাদা হইয়া যাওয়ায় আমার মনটা খুব খারাপ হইছিলো।",Wheat Blast
"আমার গম কাটার পর দেহি, অনেক শীষই কাটার সময় গোড়ার দিক থেইকা ভাইঙ্গা গেছে।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলার বয়স বুঝি আমার চেয়েও বেশি হইয়া গেছিলো।",Wheat Blast
এইবার গম লাগানোর সময় কি নতুন কোনো জাতের গম লাগাইলে এই সাদা শীষ রোগ থেইকা রেহাই পাওয়া যাইবো? 🤔,Wheat Blast
"আমার গমের শীষগুলা সাদা হইয়া গেছিলো, কিন্তু গাছগুলা সবুজ আর সতেজই আছিলো।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে রোগ হইছিলো, সেইটা আমার লাভের উপরে একটা বড় দাগ লাগাইছে।",Wheat Blast
আমার গমের এই সাদা শীষ রোগটা কি শুধু গরম বাতাসেই হয়?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার মনটা খুব চিন্তায় ভরা।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইয়া গেছিলো যে, আর কোনো কিছুই করার মতো অবস্থায় পাই নাই।",Wheat Blast
"গমের শীষ বাইর হইছে, কিন্তু শীষগুলা দেহি সাদা হইয়া যাইতাছে। ভিতরে দানা নাই।",Wheat Blast
"আমার গমের শীষে কালা কালা দাগ, শীষের দানা সব চিটা হইয়া গেলো।",Wheat Blast
খেতের গম গাছের শীষ হঠাৎ কইরা মইরা সাদা হইয়া যাইতেছে। কি করি?,Wheat Blast
"যে গমের শীষটা সাদা হইছে, তার গোড়ার গিঁটটা কালা।",Wheat Blast
হালকা গরম আর বৃষ্টির পর থেইকাই আমার গমে এই রোগ শুরু হইছে।,Wheat Blast
আমার বারি গম ৩৩ জাতে এই ব্লাস্ট সমস্যা দেখা দিছে।,Wheat Blast
এই গম ব্লাস্ট রোগটা তো আগে দেহি নাই। এইবারই প্রথম।,Wheat Blast
"আমার গমের শীষের সব দানা পুষ্ট হয় নাই, সব চিটা।",Wheat Blast
এই গমের সাদা শীষের কি কোনো ওষুধ নাই?,Wheat Blast
খেতের জায়গায় জায়গায় আমার গম সাদা হইয়া রইছে।,Wheat Blast
"এই বর্ষার রাইতে বইসা গত ফাল্গুন মাসের কথা মনে পড়তাছে, আমার গমের শীষগুলা সব কেমনে সাদা হইয়া গেছিলো।",Wheat Blast
"আমার মনে আছে, গমের শীষের গোড়ায় একটা কইরা কালা দাগ দেখছিলাম, আর তার উপরের অংশটা পুরাই মরা।",Wheat Blast
"গতবার আমার গম খেতে যে ব্লাস্ট রোগটা হইছিলো, সেইটার কথা ভাবলে এইবার আর গম লাগাইতে ভয় করতাছে। 😫",Wheat Blast
"আমার গমের শীষগুলা বাইরে থেইকা দেখতে ঠিকঠাকই লাগতো, কিন্তু ভাইঙ্গা দেহি ভিতরে কোনো দানা নাই।",Wheat Blast
গত মৌসুমে আমার বারি গম-৩৩ জাতের সব শীষই সাদা হইয়া গেছিলো।,Wheat Blast
"গম কাটার পর মাড়াই কইরা দেহি, অর্ধেকই চিটা, কোনো ভালো দানা পাই নাই।",Wheat Blast
এইবার কি গমের নতুন কোনো জাত লাগামু? শুনছি কিছু জাত নাকি এই সাদা শীষ রোগটা কিছুটা প্রতিরোধ করে। 🤔,Wheat Blast
আমার গম খেতটা দেইখা মনে হইতো কেউ সাদা রঙ দিয়া ধুইয়া দিছে।,Wheat Blast
"গতবার আমার গম খেতে যে রোগটা লাগছিলো, তাতে পুরাই সর্বনাশ হইয়া গেছিলো।",Wheat Blast
"আমার গমের শীষের নিচের গিঁটটা কালা হইয়া এমনভাবে পইচা গেছিলো যে, শীষটা আর কোনো খাবারই পাইতো না।",Wheat Blast
"দুই দিন আগেও যে গম খেতটা সবুজ আছিলো, সেইটা এক রাতের বৃষ্টি আর গরমে শ্যাষ হইয়া গেলো।",Wheat Blast
আমার গমের পাতায়ও দেখি হালকা হালকা চোখের মতো দাগ হইছিলো শীষ সাদা হওয়ার আগে।,Wheat Blast
"গমের এই সাদা শীষ রোগটা এত তাড়াতাড়ি ছড়াইছিলো যে, ওষুধ কেনারও সময় পাই নাই।",Wheat Blast
"আমার এখনো মনে আছে, গম খেতের জায়গায় জায়গায় শীষগুলা সব সাদা হইয়া খাড়া রইছিলো।",Wheat Blast
"গতবার গম বেচার পর দেহি, বেশির ভাগ দানাই অপুষ্ট আর কুঁচকানো। 😥",Wheat Blast
"আমার গমের শীষ সব এমনভাবে মইরা গেছিলো যে, আর কোনো কিছুই করার আছিলো না।",Wheat Blast
এইবার গম লাগানোর সময় কি জমিতে পটাশ সার বেশি দিলে এই রোগ কম হইবো?,Wheat Blast
"আমার গমের শীষের গোড়াটা এমনভাবে পচছিলো যে, গাছ আর কোনোদিনও ভালো দানা দিতে পারে নাই।",Wheat Blast
"গতবার আমার গম খেতে যে ক্ষতিটা হইছিলো, সেইটার কারণে এখনো ঋণের মইধ্যে আছি।",Wheat Blast
"আমার গমের শীষের গোড়ায় যে কালা দাগটা হইছিলো, সেইটা দেখতে ঠিক পোড়া দাগের মতো।",Wheat Blast
"এইবার শীতেও যদি গতবারের মতো ফাল্গুন মাসে বৃষ্টি হয়, তাইলে আমার গম বাঁচানোই কঠিন হইবো।",Wheat Blast
"আমার গমের শীষের কাণ্ড পইচা এমন নরম হইছিলো যে, হাত দিলেই ভাইঙ্গা যাইতো।",Wheat Blast
গত মৌসুমে আমার গম খেতটা পুরাই লোকসানে চলছিলো এই সাদা শীষ রোগের কারণে।,Wheat Blast
আমার গমের শীষের ঐ কালা দাগটাই কি রোগের আসল কারণ?,Wheat Blast
এইবার গম লাগানোর আগে জমিটা ভালো কইরা চাষ দিয়া রাখমু ভাবতাছি।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইছিলো যে, খেতটাই ফ্যাকাশে লাগতো।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটারে নাকি গমের মহামারীও কয়।",Wheat Blast
আমার গমের শীষের গোড়া পইচা যাওয়ায় গাছ আর মাটি থেইকা কোনো পুষ্টিই টানতে পারে নাই।,Wheat Blast
"আমার গম মাড়াই করার পর দেহি, ভালো গমের সাথে অনেক চিটা গমও মিশে আছে। 😭",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, কেউ গরম বাতাস দিয়া সব শীষ পুড়াইয়া দিছে।",Wheat Blast
এইবার গম লাগানোর সময় কি টিল্ট বা ফলিকুর আগে থেইকাই স্প্রে করা শুরু করা লাগবো?,Wheat Blast
আমার গমের শীষের গোড়া পইচা যাওয়ায় শীষগুলা সব মাটির দিকে ঝুইলা পড়ছিলো।,Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগটা হইছিলো, সেইটার কথা মনে হইলে আর গম চাষ করার ইচ্ছাই থাকে না।",Wheat Blast
আমার গমের শীষের নিচে পাতার উপরেও দেখি হালকা হালকা দাগ আছিলো।,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার বুকের মইধ্যে একটা অজানা ভয় কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে নষ্ট হইছিলো যে, আর কোনো ওষুধেই কোনো কাজ হয় নাই।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের ওজনটাই কমাইয়া দিছিলো।",Wheat Blast
"আমার গমের ডগা ভালো থাকলেও, শীষ সাদা হইয়া যাওয়ায় কোনো লাভই হয় নাই।",Wheat Blast
"আমার গম ভাঙানোর পর দেহি, চালের বদলে খালি আটা বাইর হইছে, দানা সব অপুষ্ট।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলা সময়ের আগেই মইরা যাইতাছে।",Wheat Blast
এইবার গম লাগানোর সময় কি বীজটা ভালো কইরা শোধন কইরা নিলে রোগটা কম হইবো?,Wheat Blast
"আমার গমের শীষের গোড়া এমনভাবে দুর্বল হইয়া গেছিলো যে, গাছটা আর শীষের ভার নিতে পারতাছিলো না।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগটা হইছিলো, সেইটা আমার লাভের একটা বড় অংশ নষ্ট কইরা দিছে। 😟",Wheat Blast
আমার গমের এই রোগটা কি মেঘলা আর গরম আবহাওয়ায় বেশি বাড়তো?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার এই ব্লাস্ট রোগের ভয়টা কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে শেষ হইছিলো যে, খেতটাই দেখতে কেমন জানি লাগতো।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের কোয়ালিটিটাই নষ্ট কইরা দিছিলো।",Wheat Blast
"আমার গমের গাছ সবুজ থাকলেও, শীষ সাদা হইয়া যাওয়ায় কোনো লাভই হইতে পারে নাই।",Wheat Blast
"আমার গম কাটার পর দেহি, অনেক শীষই ভিতরে পুরাই ফাঁকা।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলা সময়ের আগেই পাইকা গেছে।",Wheat Blast
এইবার গম লাগানোর সময় কি অন্য কোনো জাতের বীজ লাগালে লাভ হইবো?,Wheat Blast
আমার গমের শীষের গোড়ার দাগের কারণে শীষটা একটু বাতাসেই ঢইলা পড়তো।,Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগ হইছিলো, সেইটা আমার মনের শান্তিটাই কাইড়া নিছে।",Wheat Blast
আমার গমের শীষের গোড়ার ঐ কালা দাগটাই কি সব নষ্টের মূল?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার মনে একটা অশান্তি কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইয়া গেছিলো যে, আর কোনো সবুজ অংশই আছিলো না।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার সম্মান নষ্ট করে নাই, কিন্তু লাভের অঙ্ক কমাইছে। 😫",Wheat Blast
"আমার গমের গাছগুলার তেমন ক্ষতি হয় নাই, কিন্তু শীষ সাদা হইয়া যাওয়ায় সব শেষ হইছিলো।",Wheat Blast
"আমার গম কাটার পর দেহি, শীষের গোড়ায় কালা দাগের কারণে আড়তে দাম পাই নাই।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইতো, গাছগুলার শীষ কেউ গরম পানি দিয়া জ্বালাইয়া দিছে।",Wheat Blast
এইবার গম লাগানোর সময় কি নতুন কোনো ছত্রাকনাশক স্প্রে করলে ভালো ফল পামু?,Wheat Blast
"আমার গমের শীষগুলা খুব তাড়াতাড়ি সাদা হইয়া গেছিলো, পাতাগুলা সবুজই আছিলো।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগ হইছিলো, সেইটা আমার মনের শান্তি কাইড়া নিয়া গেছিলো।",Wheat Blast
"আমার গমের শীষের নিচে পাতায় কোনো দাগ আছিলো না, খালি শীষটাই সাদা হইছিলো।",Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার খুব দুশ্চিন্তায় দিন যাইবো।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে শেষ হইছিলো যে, আর কোনো কিছুই অবশিষ্ট আছিলো না।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের বীজের মানটাই নষ্ট কইরা দিছিলো।",Wheat Blast
"আমার গমের গাছগুলার কোনো ক্ষতি না হইলেও, শীষ সাদা হইয়া যাওয়ায় আমার মনটা খুব খারাপ হইছিলো।",Wheat Blast
"আমার গম কাটার পর দেহি, অনেক শীষই কাটার সময় গোড়ার দিক থেইকা ভাইঙ্গা গেছে।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলার বয়স বুঝি আমার চেয়েও বেশি হইয়া গেছিলো।",Wheat Blast
এইবার গম লাগানোর সময় কি নতুন কোনো জাতের গম লাগাইলে এই সাদা শীষ রোগ থেইকা রেহাই পাওয়া যাইবো? 🤔,Wheat Blast
"আমার গমের শীষগুলা সাদা হইয়া গেছিলো, কিন্তু গাছগুলা সবুজ আর সতেজই আছিলো।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে রোগ হইছিলো, সেইটা আমার লাভের উপরে একটা বড় দাগ লাগাইছে।",Wheat Blast
আমার গমের এই সাদা শীষ রোগটা কি শুধু গরম বাতাসেই হয়?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার মনটা খুব চিন্তায় ভরা।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইয়া গেছিলো যে, আর কোনো কিছুই করার মতো অবস্থায় পাই নাই।",Wheat Blast
"এই বর্ষার রাইতে বইসা গত ফাল্গুন মাসের কথা মনে পড়তাছে, আমার গমের শীষগুলা সব কেমনে সাদা হইয়া গেছিলো।",Wheat Blast
"আমার মনে আছে, গমের শীষের গোড়ায় একটা কইরা কালা দাগ দেখছিলাম, আর তার উপরের অংশটা পুরাই মরা।",Wheat Blast
"গতবার আমার গম খেতে যে ব্লাস্ট রোগটা হইছিলো, সেইটার কথা ভাবলে এইবার আর গম লাগাইতে ভয় করতাছে। 😫",Wheat Blast
"আমার গমের শীষগুলা বাইরে থেইকা দেখতে ঠিকঠাকই লাগতো, কিন্তু ভাইঙ্গা দেহি ভিতরে কোনো দানা নাই।",Wheat Blast
গত মৌসুমে আমার বারি গম-৩৩ জাতের সব শীষই সাদা হইয়া গেছিলো।,Wheat Blast
"গম কাটার পর মাড়াই কইরা দেহি, অর্ধেকই চিটা, কোনো ভালো দানা পাই নাই।",Wheat Blast
এইবার কি গমের নতুন কোনো জাত লাগামু? শুনছি কিছু জাত নাকি এই সাদা শীষ রোগটা কিছুটা প্রতিরোধ করে। 🤔,Wheat Blast
আমার গম খেতটা দেইখা মনে হইতো কেউ সাদা রঙ দিয়া ধুইয়া দিছে।,Wheat Blast
"গতবার আমার গম খেতে যে রোগটা লাগছিলো, তাতে পুরাই সর্বনাশ হইয়া গেছিলো।",Wheat Blast
"আমার গমের শীষের নিচের গিঁটটা কালা হইয়া এমনভাবে পইচা গেছিলো যে, শীষটা আর কোনো খাবারই পাইতো না।",Wheat Blast
"দুই দিন আগেও যে গম খেতটা সবুজ আছিলো, সেইটা এক রাতের বৃষ্টি আর গরমে শ্যাষ হইয়া গেলো।",Wheat Blast
আমার গমের পাতায়ও দেখি হালকা হালকা চোখের মতো দাগ হইছিলো শীষ সাদা হওয়ার আগে।,Wheat Blast
"গমের এই সাদা শীষ রোগটা এত তাড়াতাড়ি ছড়াইছিলো যে, ওষুধ কেনারও সময় পাই নাই।",Wheat Blast
"আমার এখনো মনে আছে, গম খেতের জায়গায় জায়গায় শীষগুলা সব সাদা হইয়া খাড়া রইছিলো।",Wheat Blast
"গতবার গম বেচার পর দেহি, বেশির ভাগ দানাই অপুষ্ট আর কুঁচকানো। 😥",Wheat Blast
"আমার গমের শীষ সব এমনভাবে মইরা গেছিলো যে, আর কোনো কিছুই করার আছিলো না।",Wheat Blast
এইবার গম লাগানোর সময় কি জমিতে পটাশ সার বেশি দিলে এই রোগ কম হইবো?,Wheat Blast
"আমার গমের শীষের গোড়াটা এমনভাবে পচছিলো যে, গাছ আর কোনোদিনও ভালো দানা দিতে পারে নাই।",Wheat Blast
"গতবার আমার গম খেতে যে ক্ষতিটা হইছিলো, সেইটার কারণে এখনো ঋণের মইধ্যে আছি।",Wheat Blast
"আমার গমের শীষের গোড়ায় যে কালা দাগটা হইছিলো, সেইটা দেখতে ঠিক পোড়া দাগের মতো।",Wheat Blast
"এইবার শীতেও যদি গতবারের মতো ফাল্গুন মাসে বৃষ্টি হয়, তাইলে আমার গম বাঁচানোই কঠিন হইবো।",Wheat Blast
"আমার গমের শীষের কাণ্ড পইচা এমন নরম হইছিলো যে, হাত দিলেই ভাইঙ্গা যাইতো।",Wheat Blast
গত মৌসুমে আমার গম খেতটা পুরাই লোকসানে চলছিলো এই সাদা শীষ রোগের কারণে।,Wheat Blast
আমার গমের শীষের ঐ কালা দাগটাই কি রোগের আসল কারণ?,Wheat Blast
এইবার গম লাগানোর আগে জমিটা ভালো কইরা চাষ দিয়া রাখমু ভাবতাছি।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইছিলো যে, খেতটাই ফ্যাকাশে লাগতো।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটারে নাকি গমের মহামারীও কয়।",Wheat Blast
আমার গমের শীষের গোড়া পইচা যাওয়ায় গাছ আর মাটি থেইকা কোনো পুষ্টিই টানতে পারে নাই।,Wheat Blast
"আমার গম মাড়াই করার পর দেহি, ভালো গমের সাথে অনেক চিটা গমও মিশে আছে। 😭",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, কেউ গরম বাতাস দিয়া সব শীষ পুড়াইয়া দিছে।",Wheat Blast
এইবার গম লাগানোর সময় কি টিল্ট বা ফলিকুর আগে থেইকাই স্প্রে করা শুরু করা লাগবো?,Wheat Blast
আমার গমের শীষের গোড়া পইচা যাওয়ায় শীষগুলা সব মাটির দিকে ঝুইলা পড়ছিলো।,Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগটা হইছিলো, সেইটার কথা মনে হইলে আর গম চাষ করার ইচ্ছাই থাকে না।",Wheat Blast
আমার গমের শীষের নিচে পাতার উপরেও দেখি হালকা হালকা দাগ আছিলো।,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার বুকের মইধ্যে একটা অজানা ভয় কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে নষ্ট হইছিলো যে, আর কোনো ওষুধেই কোনো কাজ হয় নাই।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের ওজনটাই কমাইয়া দিছিলো।",Wheat Blast
"আমার গমের ডগা ভালো থাকলেও, শীষ সাদা হইয়া যাওয়ায় কোনো লাভই হয় নাই।",Wheat Blast
"আমার গম ভাঙানোর পর দেহি, চালের বদলে খালি আটা বাইর হইছে, দানা সব অপুষ্ট।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলা সময়ের আগেই মইরা যাইতাছে।",Wheat Blast
এইবার গম লাগানোর সময় কি বীজটা ভালো কইরা শোধন কইরা নিলে রোগটা কম হইবো?,Wheat Blast
"আমার গমের শীষের গোড়া এমনভাবে দুর্বল হইয়া গেছিলো যে, গাছটা আর শীষের ভার নিতে পারতাছিলো না।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগটা হইছিলো, সেইটা আমার লাভের একটা বড় অংশ নষ্ট কইরা দিছে। 😟",Wheat Blast
আমার গমের এই রোগটা কি মেঘলা আর গরম আবহাওয়ায় বেশি বাড়তো?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার এই ব্লাস্ট রোগের ভয়টা কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে শেষ হইছিলো যে, খেতটাই দেখতে কেমন জানি লাগতো।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের কোয়ালিটিটাই নষ্ট কইরা দিছিলো।",Wheat Blast
"আমার গমের গাছ সবুজ থাকলেও, শীষ সাদা হইয়া যাওয়ায় কোনো লাভই হইতে পারে নাই।",Wheat Blast
"আমার গম কাটার পর দেহি, অনেক শীষই ভিতরে পুরাই ফাঁকা।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলা সময়ের আগেই পাইকা গেছে।",Wheat Blast
এইবার গম লাগানোর সময় কি অন্য কোনো জাতের বীজ লাগালে লাভ হইবো?,Wheat Blast
আমার গমের শীষের গোড়ার দাগের কারণে শীষটা একটু বাতাসেই ঢইলা পড়তো।,Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগ হইছিলো, সেইটা আমার মনের শান্তিটাই কাইড়া নিছে।",Wheat Blast
আমার গমের শীষের গোড়ার ঐ কালা দাগটাই কি সব নষ্টের মূল?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার মনে একটা অশান্তি কাজ করতাছে।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইয়া গেছিলো যে, আর কোনো সবুজ অংশই আছিলো না।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার সম্মান নষ্ট করে নাই, কিন্তু লাভের অঙ্ক কমাইছে। 😫",Wheat Blast
"আমার গমের গাছগুলার তেমন ক্ষতি হয় নাই, কিন্তু শীষ সাদা হইয়া যাওয়ায় সব শেষ হইছিলো।",Wheat Blast
"আমার গম কাটার পর দেহি, শীষের গোড়ায় কালা দাগের কারণে আড়তে দাম পাই নাই।",Wheat Blast
